序号,标题,链接,区域,区域分类,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
7553,整租·青年汇佳园 1室0厅 北,https://bj.lianjia.com/zufang/BJ2035655075732389888.html,朝阳-朝青-青年汇佳园,朝阳,38.54㎡,北,1室0厅1卫,4600,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2035655075732389888,2025/12/9 14:51
7554,整租·LOFTEL 3室2厅 西南,https://bj.lianjia.com/zufang/BJ2035645093351784448.html,朝阳-望京-LOFTEL,朝阳,180.00㎡,西南,3室2厅2卫,12000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2035645093351784448,2025/12/9 14:51
7555,整租·丽都壹号 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2034952791767646208.html,朝阳-酒仙桥-丽都壹号,朝阳,122.68㎡,南 北,3室2厅2卫,14200,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2034952791767646208,2025/12/9 14:51
7556,整租·嘉润花园 3室1厅 西,https://bj.lianjia.com/zufang/BJ1879541153871691776.html,朝阳-望京-嘉润花园,朝阳,147.83㎡,西,3室1厅2卫,11690,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1879541153871691776,2025/12/9 14:51
7557,整租·华贸公寓 1室1厅 复式 南,https://bj.lianjia.com/zufang/BJ2034153917108977664.html,朝阳-CBD-华贸公寓,朝阳,93.43㎡,南,1室1厅1卫,28000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2034153917108977664,2025/12/9 14:51
7558,整租·奥林匹克花园二期 2室1厅 错层 南/北,https://bj.lianjia.com/zufang/BJ2034189420449497088.html,朝阳-东坝-奥林匹克花园二期,朝阳,101.00㎡,南 北,2室1厅1卫,8500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2034189420449497088,2025/12/9 14:51
7559,整租·炫特嘉园二期 1室1厅 东,https://bj.lianjia.com/zufang/BJ1877384500430766080.html,朝阳-石佛营-炫特嘉园二期,朝阳,57.00㎡,东,1室1厅1卫,5760,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1877384500430766080,2025/12/9 14:51
7560,整租·双花园西里 2室1厅 西,https://bj.lianjia.com/zufang/BJ1879170376433401856.html,朝阳-双井-双花园西里,朝阳,102.05㎡,西,2室1厅1卫,7430,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1879170376433401856,2025/12/9 14:51
7561,整租·卡夫卡公社 2房间 北,https://bj.lianjia.com/zufang/BJ2057385803994103808.html,朝阳-定福庄-卡夫卡公社,朝阳,32.00㎡,北,2房间1卫,4300,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,BJ2057385803994103808,2025/12/9 14:52
7562,整租·后现代城B区 1室1厅 南,https://bj.lianjia.com/zufang/BJ2097579002750304256.html,朝阳-大望路-后现代城B区,朝阳,63.00㎡,南,1室1厅1卫,6500,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_NuHrs78Hw.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2097579002750304256,2025/12/9 14:52
7563,整租·康营家园四期A区 1室1厅 南,https://bj.lianjia.com/zufang/BJ1887124581869682688.html,精选,精选,朝阳-中央别墅区-康营家园四期A区,58.57㎡,南,4690,精装,自如,https://image1.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1765194398625/2367387eba5bee5cfd469d93e51cdd92.jpg.250x182.jpg,BJ1887124581869682688,2025/12/9 14:52
7564,整租·芍药居5号院 1室1厅 北,https://bj.lianjia.com/zufang/BJ1887418549920595968.html,精选,精选,朝阳-芍药居-芍药居5号院,22.71㎡,北,5190,精装,自如,https://image1.ljcdn.com/rent-house-1/img/2b659455896a8fbc9fd92302ea46835f-1763172420412/d99d436267347f6bc9117ce195d3f991.jpg.250x182.jpg,BJ1887418549920595968,2025/12/9 14:52
7565,整租·奥林匹克花园二期 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2097570013232758784.html,朝阳-东坝-奥林匹克花园二期,朝阳,125.00㎡,南 北,3室2厅2卫,11000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_E1txXrNqc.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ2097570013232758784,2025/12/9 14:52
7566,整租·东方东路 2室1厅 东南,https://bj.lianjia.com/zufang/BJ2097564876384763904.html,朝阳-燕莎-东方东路,朝阳,61.00㎡,东南,2室1厅1卫,6500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,BJ2097564876384763904,2025/12/9 14:52
7567,整租·润泽公馆 5室2厅 南/北,https://bj.lianjia.com/zufang/BJ2097328558568374272.html,朝阳-北苑-润泽公馆,朝阳,272.00㎡,南 北,5室2厅3卫,25000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097328558568374272,2025/12/9 14:52
7568,整租·小关东里10号院 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ2097563278451408896.html,朝阳-惠新西街-小关东里10号院,朝阳,67.42㎡,南 北,3室1厅1卫,7800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097563278451408896,2025/12/9 14:52
7569,整租·农光里 2室1厅 南,https://bj.lianjia.com/zufang/BJ1886463036290498560.html,精选,精选,朝阳-劲松-农光里,43.40㎡,南,5267,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1886463036290498560,2025/12/9 14:52
7570,整租·北苑家园茉藜园 2室1厅 西南,https://bj.lianjia.com/zufang/BJ2097528200073576448.html,朝阳-北苑-北苑家园茉藜园,朝阳,112.00㎡,西南,2室1厅2卫,6500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097528200073576448,2025/12/9 14:52
7571,整租·金都心语 2房间 西,https://bj.lianjia.com/zufang/BJ1884122734313603072.html,精选,精选,朝阳-百子湾-金都心语,49.39㎡,西,4960,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1884122734313603072,2025/12/9 14:52
7572,整租·公园五号 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ2097630542492073984.html,朝阳-甜水园-公园五号,朝阳,125.00㎡,南 北,3室2厅2卫,10000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097630542492073984,2025/12/9 14:52
7573,整租·首开琅樾 4室3厅 复式 东/南/北,https://bj.lianjia.com/zufang/BJ2097631666779455488.html,朝阳-中央别墅区-首开琅樾,朝阳,281.00㎡,东 南 北,4室3厅3卫,28000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097631666779455488,2025/12/9 14:52
7574,整租·百环家园 2室1厅 东/南,https://bj.lianjia.com/zufang/BJ2097631676514435072.html,朝阳-双井-百环家园,朝阳,100.00㎡,东 南,2室1厅1卫,8000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097631676514435072,2025/12/9 14:52
7575,整租·京旺家园 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1889683722844766208.html,精选,精选,朝阳-中央别墅区-京旺家园,82.89㎡,东南,5830,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1889683722844766208,2025/12/9 14:52
7576,整租·石佛营西里小区 1室1厅 东/西,https://bj.lianjia.com/zufang/BJ2097641481345957888.html,朝阳-石佛营-石佛营西里小区,朝阳,48.62㎡,东 西,1室1厅1卫,5000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097641481345957888,2025/12/9 14:52
7577,整租·宝星国际二期 1室0厅 南,https://bj.lianjia.com/zufang/BJ2097643721863462912.html,朝阳-望京-宝星国际二期,朝阳,63.10㎡,南,1室0厅1卫,6300,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097643721863462912,2025/12/9 14:52
7578,整租·后现代城B区 1室1厅 南,https://bj.lianjia.com/zufang/BJ1891080701516709888.html,精选,精选,朝阳-大望路-后现代城B区,63.15㎡,南,6730,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1891080701516709888,2025/12/9 14:52
7579,整租·金地国际花园 2室1厅 南,https://bj.lianjia.com/zufang/BJ2097658147022831616.html,朝阳-CBD-金地国际花园,朝阳,134.00㎡,南,2室1厅2卫,15500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097658147022831616,2025/12/9 14:52
7580,整租·通惠家园 3室1厅 东北,https://bj.lianjia.com/zufang/BJ2097655474617843712.html,朝阳-四惠-通惠家园,朝阳,118.00㎡,东北,3室1厅1卫,8000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097655474617843712,2025/12/9 14:52
7581,整租·安华西里社区 2室1厅 南,https://bj.lianjia.com/zufang/BJ1890692216335106048.html,精选,精选,朝阳-安贞-安华西里社区,50.15㎡,南,6960,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1890692216335106048,2025/12/9 14:52
7582,整租·双惠苑5号院 1室1厅 西,https://bj.lianjia.com/zufang/BJ1886402009481871360.html,朝阳-双桥-双惠苑5号院,朝阳,59.15㎡,西,1室1厅1卫,4588,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1886402009481871360,2025/12/9 14:52
7583,整租·八里庄北里小区 2室1厅 南,https://bj.lianjia.com/zufang/BJ1886671518537089024.html,朝阳-石佛营-八里庄北里小区,朝阳,59.67㎡,南,2室1厅1卫,6330,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1886671518537089024,2025/12/9 14:52
7584,整租·华源之星 1室1厅 东,https://bj.lianjia.com/zufang/BJ1887089222175686656.html,朝阳-三里屯-华源之星,朝阳,45.31㎡,东,1室1厅1卫,6290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1887089222175686656,2025/12/9 14:52
7585,整租·广华新城 2室1厅 北,https://bj.lianjia.com/zufang/BJ1884661678503624704.html,朝阳-百子湾-广华新城,朝阳,84.19㎡,北,2室1厅1卫,8760,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1884661678503624704,2025/12/9 14:52
7586,整租·三源里南小街 2室1厅 东南,https://bj.lianjia.com/zufang/BJ2097658342812942336.html,朝阳-亮马桥-三源里南小街,朝阳,62.75㎡,东南,2室1厅1卫,6700,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097658342812942336,2025/12/9 14:52
7587,整租·都市经典家园 1室1厅 东,https://bj.lianjia.com/zufang/BJ1883878804460404736.html,朝阳-甘露园-都市经典家园,朝阳,68.74㎡,东,1室1厅1卫,5360,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1883878804460404736,2025/12/9 14:52
7588,整租·石佛营东里小区 2室1厅 南,https://bj.lianjia.com/zufang/BJ1890651479895703552.html,朝阳-石佛营-石佛营东里小区,朝阳,59.77㎡,南,2室1厅1卫,5560,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1890651479895703552,2025/12/9 14:52
7589,整租·上东公园里 2房间 南,https://bj.lianjia.com/zufang/BJ2097665651920338944.html,朝阳-酒仙桥-上东公园里,朝阳,79.00㎡,南,2房间1卫,10500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2097665651920338944,2025/12/9 14:52
7590,整租·三里屯北 1室1厅 南,https://bj.lianjia.com/zufang/BJ1882724530854559744.html,朝阳-三里屯-三里屯北,朝阳,42.42㎡,南,1室1厅1卫,6989,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1882724530854559744,2025/12/9 14:52
7591,整租·阳光100 4室1厅 南/北,https://bj.lianjia.com/zufang/BJ1989993718047834112.html,朝阳-CBD-阳光100,朝阳,173.12㎡,南 北,4室1厅2卫,31000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_MOiamwc33.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1989993718047834112,2025/12/9 14:58
7592,整租·泰利明苑 2室1厅 东/南,https://bj.lianjia.com/zufang/BJ1989975744528252928.html,朝阳-安贞-泰利明苑,朝阳,127.00㎡,东 南,2室1厅1卫,12000,官方核验 | 精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_tcsCLJJDg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",BJ1989975744528252928,2025/12/9 14:58
7593,整租·学士居 2室1厅 南,https://bj.lianjia.com/zufang/BJ1717683999788236800.html,精选,精选,朝阳-奥林匹克公园-学士居,67.59㎡,南,6860,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1717683999788236800,2025/12/9 14:58
7594,整租·蓝堡国际公寓 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1991727394334965760.html,朝阳-CBD-蓝堡国际公寓,朝阳,190.75㎡,南 北,3室1厅2卫,23500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1991727394334965760,2025/12/9 14:58
7595,整租·紫玉山庄 4室2厅 东/南/西/北,https://bj.lianjia.com/zufang/BJ1992223207377076224.html,朝阳-亚运村-紫玉山庄,朝阳,327.00㎡,东 南 西 北,4室2厅5卫,78000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1992223207377076224,2025/12/9 14:58
7596,整租·管庄西里 3室2厅 东南,https://bj.lianjia.com/zufang/BJ1993516884716158976.html,朝阳-管庄-管庄西里,朝阳,110.00㎡,东南,3室2厅1卫,5800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1993516884716158976,2025/12/9 14:58
7597,整租·北京像素北区 3房间 南,https://bj.lianjia.com/zufang/BJ1993527031312154624.html,朝阳-常营-北京像素北区,朝阳,44.24㎡,南,3房间1卫,4500,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1993527031312154624,2025/12/9 14:58
7598,整租·八里庄北里小区 2室1厅 东/西,https://bj.lianjia.com/zufang/BJ1998977556010762240.html,朝阳-石佛营-八里庄北里小区,朝阳,55.15㎡,东 西,2室1厅1卫,5300,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1998977556010762240,2025/12/9 14:58
7599,整租·霞光里35号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ1742342257886887936.html,朝阳-燕莎-霞光里35号院,朝阳,54.65㎡,南,2室1厅1卫,7089,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1742342257886887936,2025/12/9 14:58
7600,整租·新纪家园 2室1厅 东,https://bj.lianjia.com/zufang/BJ1998959185991041024.html,朝阳-太阳宫-新纪家园,朝阳,105.84㎡,东,2室1厅1卫,10000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1998959185991041024,2025/12/9 14:58
7601,整租·北京像素北区 3房间 南,https://bj.lianjia.com/zufang/BJ1999325552258842624.html,朝阳-常营-北京像素北区,朝阳,50.00㎡,南,3房间2卫,5120,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999325552258842624,2025/12/9 14:58
7602,整租·新城国际 4室2厅 东/南/西南,https://bj.lianjia.com/zufang/BJ1999696742664110080.html,朝阳-东大桥-新城国际,朝阳,278.00㎡,东 南 西南,4室2厅4卫,60000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999696742664110080,2025/12/9 14:58
7603,整租·光辉里小区 2室1厅 西/北,https://bj.lianjia.com/zufang/BJ1999358570742677504.html,朝阳-CBD-光辉里小区,朝阳,65.21㎡,西 北,2室1厅1卫,6600,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999358570742677504,2025/12/9 14:58
7604,整租·石韵浩庭 5室2厅 西北,https://bj.lianjia.com/zufang/BJ1999453964910723072.html,朝阳-大望路-石韵浩庭,朝阳,275.40㎡,西北,5室2厅1卫,35500,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1999453964910723072,2025/12/9 14:58
7605,整租·泰禾北京院子 4室2厅 复式 南/北,https://bj.lianjia.com/zufang/BJ2000403366756220928.html,朝阳-中央别墅区-泰禾北京院子,朝阳,167.13㎡,南 北,4室2厅3卫,22000,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ2000403366756220928,2025/12/9 14:58
7606,整租·建外soho西区 2室1厅 东/北,https://bj.lianjia.com/zufang/BJ1981277818431995904.html,朝阳-CBD-建外soho西区,朝阳,134.89㎡,东 北,2室1厅2卫,13000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1981277818431995904,2025/12/9 14:58
7607,整租·柳芳南里 2室1厅 南,https://bj.lianjia.com/zufang/BJ1983451448439996416.html,朝阳-国展-柳芳南里,朝阳,58.26㎡,南,2室1厅1卫,7800,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1983451448439996416,2025/12/9 14:58
7608,整租·华贸商务楼 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1984112535699193856.html,朝阳-CBD-华贸商务楼,朝阳,143.05㎡,南 北,3室1厅1卫,20000,官方核验,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1984112535699193856,2025/12/9 14:58
7609,整租·望京路10号院 1室1厅 东南,https://bj.lianjia.com/zufang/BJ1594446931285770240.html,朝阳-望京-望京路10号院,朝阳,44.34㎡,东南,1室1厅1卫,5472,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1594446931285770240,2025/12/9 14:58
7610,整租·双桥温泉东里小区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1984517679368634368.html,朝阳-双桥-双桥温泉东里小区,朝阳,98.17㎡,南 北,2室1厅2卫,4500,官方核验 | 精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,BJ1984517679368634368,2025/12/9 14:58
